title,context,label,class,title_len,context_len
《梦幻天劫ol》31日客户端更新公告,"　　《梦幻天劫ol》将在8月31日10点-12点对服务器进行例行更新， 此次更新需要下载最新
　　客户端，版本号为1.1.0.6， 具体更新内容如下：
　　一、      开放新区 ”弯弓射雕”
　　二、      添加帮派系统功能
　　1.   帮派NPC：
　　帮派主管   临安城：3(40,9)
　　帮派主管   嘉兴府：7(23,37)
　　帮派主管   燕京：35(46,43)
　　帮派主管   　铁木真军营：47(37,3)
　　2.   帮派添加战魂系统，建设后根据建设等级不同，可以提高帮派成员的属性。
　　3.   帮派添加跑商任务，完成任务可以增加帮派资金
　　4.   帮派添加帮派任务，完成任务可以获得帮派贡献 
　　5.   帮派将通过积累帮派资金和帮派贡献提升等级
　　6.   帮派每天将定时扣除一定的帮派资金用于维护费用
　　三、      添加开心问答日常活动
　　7.   活动时间：每日16:00-17:00
　　8.   NPC:    答题先生
　　临安城<40,27>
　　嘉兴府<22,12>
　　燕京<35,13>
　　铁木真军营<15,22>
　　四、      添加每日在线奖励，累计在线时长不同，将获得不同在线奖励
　　五、      添加宠物仓库功能 ：
　　NPC：   宠物管理员
　　临安城：3(41,25)
　　嘉兴府：7(15,40)
　　燕京：35(22,41)
　　铁木真军营：47(27,5)
　　六、修改code码兑换形式，将修改成向NPC交互获得。
　　天劫玩家领取奖励NPC
　　牛家村 26.23
　　临安城  18.26
　　嘉兴府  13.30
　　燕京  21.26
　　铁木真军营 30.26
　　中国第一恋宠回合手机网游：《梦幻天劫》
　　《梦幻天劫》由空中网旗下知名手机游戏开发商天津猛犸在2010年震撼出品，是中国第一恋宠回合制大型手机网游。游戏以“射雕英雄传”为背景，具有浓郁的武侠氛围，其最大亮点是精心设计近百种可爱、搞怪、霸气的宠物，它们类型千变万化，玩法多样，可变异、可生育、甚至可学习多种绚丽技能、配备极品装备，强大的宠物是玩家居家旅行必备的贴心伙伴。不仅如此，《梦幻天劫》的精美人物造型和近百张美轮美奂的场景也会给玩家的游戏生涯带来全新体验，独特的装备系统可将玩家打造成一个开天辟地的英雄人物，新颖的装备强化方式能让玩家与众不同，并随心所欲的打造属于自己的装备。在各大门派高手云集的世界里，拉上你的朋友，带上你的宠物，去打下一片属于自己的天地吧！
　　短信下载：编辑手机短信""komt""发送到02123330768，《梦幻天劫online》中国第一恋宠回合手机网游，注册送大礼！
　　手机下载：http://g.ko.cn/gk/mtwap

",13,游戏,18,1177
万科幸福汇引进麦当劳  示范区即将华彩绽放,"　　首付16万起，在北京拥有万科房不再是梦想！5月中旬万科幸福汇 (论坛 相册 户型 样板间 点评 地图搜索)就将以如此高性价比的姿态华彩绽放！万科幸福汇尊享卡已于4月9日开始办理，截止日期为5月8日，办卡即可享受1%的购房优惠；同期，幸福接力活动启动，抽奖兑奖每周交替进行，加油卡、电器卡、购物卡等你来拿！项目售楼中心、样板间、园林示范区即将对外开放。万科幸福汇还将与麦当劳举行隆重的签约入驻仪式，两家资深企业强强联袂，将共同为居住于窦店的人们描绘美好的生活蓝图。据悉，活动当天区政府领导和麦当劳高层领导都会莅临现场，售楼中心还为到场宾客精心地备好了美味的冷餐和精彩有趣的互动节目。场内置业顾问还将带领来宾参观样板间和园林示范区，并详细讲解沙盘和细心解答来宾提问。
　　在连锁快餐店的选址要素中，城市的规划是最重要的。将城市未来的发展趋势纳入选址的重要原则，这必然是麦当劳成功的重要因素。麦当劳布点的最大原则是：着眼于今天和明天，要求20年不变。所以对每个点的开与否，麦当劳都将进行三到六个月的考察，再作决策评估，重点考察是否与城市规划发展相符合。在北京的新城规划中，麦当劳也调整了自己的开店位置，大量地选择了把店开在政府重点扶持极具发展潜力的地点。一项商业调查显示，人们的日常消费行为中有65%是在居住地完成的。此次万科幸福汇项目入驻房山窦店镇，并引进麦当劳，也是敏锐地洞察到了窦店的发展潜力和前景；而麦当劳也基于对万科品牌的信任，与万科携手共同发展。有了麦当劳领衔强势进驻，相信更多的商家会紧随其后，窦店的配套设施将逐渐完善，成为一方宜人居住的繁华属地。
　　万科幸福汇住宅项目坐落于大窦路旁，近邻城铁燕房线。建筑面积约16万?，其中包含近2万?商业配套。社区全部规划为稀有5—15层带电梯低密观景板式住宅，一梯两户，户户朝阳。本次开盘主推户型为约80?两居，户型方正、全明采光、南北通透。空间设计紧凑合理，动线流畅，格局舒适。南北卧室均配有大飘窗，最大程度将阳光引入屋内，让无限景致与欢悦心情交相辉映，让生活更加惬意悠然。小区一层附带小花园，可供居者随心布置，独特享受不言而喻。社区内，特别规划为新中式主题园林，选用上等树种，配合造型各异的小品点缀，步步皆景，移步换景。徜徉于如此逸然天成的景色中，可以沉淀一天浮躁的心情，感受回归自然的轻松。
　　在万科幸福汇，幸福就是如此简单，也是如此珍贵。如果你对幸福一直有份无法割舍的情怀，不妨来这里感受那种最纯真质朴和最温馨浪漫的意境。
我要评论
房产导航：

",3,房产,21,1056
罗伯特-帕丁森大胆封面惹遐想(附图),"　　新浪娱乐讯 北京时间2月15日消息，据香港媒体报道，《吸血新世纪》万人迷罗伯特帕丁森登上《Details》杂志三月号封面，封面照中他将头靠在女模张开的两腿之间，意识大胆。
　　此外，罗伯特也拒绝承认与《吸》片拍档克里斯汀-斯图尔特的恋情：“唯一与我有重要情感交流的，是我的狗。”他又提到拍摄新片《Water For Elephants》时，与雌性大象演对手戏的趣事：“它用力嗅我的脚，吸起了我，然后它将我含在嘴中倒吊，鼻子则在我衣袋中找寻薄荷糖。那是我人生中最美好的一天。” (鱼鱼)

",14,娱乐,18,246
三星1400w像素相机ST65超值促销中！,"　　【5月5日太平洋电脑网山东讯】三星相机每款都有一个独有的特色，并且相机的性价比非常高。今天为大家介绍的这款三星ST65卡片式数码相机，拥有出色的1422万有效像素，支持5倍光学变焦。性能还是不错的。这款相机目前正在济南北星数码进行促销活动，报价仅979元，并赠送4G内存卡和相机包，感兴趣的朋友不妨关注一下。

",7,科技,21,158
印尼东部海域发生里氏6.3级地震,"　　新华网雅加达4月5日电(记者李晓渝)印度尼西亚东部海域5日下午发生里氏6.3级地震。目前还没有人员伤亡和重大财产损失的报告。
　　据印尼气象、气候和地球物理机构网站公布的信息，地震发生于当地时间5日19时05分(北京时间18时05分)。震中位于印尼北苏拉威西省省会万鸦老东南方向196公里处。震源深度为10公里。
　　该机构未对此次地震发布海啸预警。

",10,时政,16,179
孟买恐怖袭击事件中已无中国公民被困,"　　中新网11月29日电 据中国外交部网站消息，经中国驻印度使馆和驻孟买总领馆协助，被困在孟买TRIDENT酒店中的5名中国公民(包括2名香港居民)已全部脱困，并得到妥善安置。经向驻孟买总领馆核实，目前，事件中已无中国公民被困。
　　中国外交部领事司和中国驻印度使、领馆将密切关注事件发展，继续向在孟中国公民提供协助(驻孟买总领馆紧急联系电话：0091-98203025460091-98203025480091-8920535225 印度官方应急热线：0091-11-23015300)。

",10,时政,17,247
肇事司机逃逸后派人持刀返回抢罪证,"　　本报讯（记者 李爱华 高星） 昨晨5时许，新洲区境内的阳（逻）大（埠）公路上，一村民被一辆过路的小轿车撞倒身亡。肇事司机逃逸后发现车牌遗落在了现场，竟派人重返现场欲取回车牌以免“后患”，结果试图抢夺车牌的一名男子被村民抓个正着。
　　据了解，死者叫童光田，35岁，是双柳街陈路村西向湾的村民。据目击村民介绍，昨晨5时许，童光田骑摩托车前去自家鱼塘，一辆黑色轿车沿阳大公路向阳逻方向快速开来，将童光田撞出数十米致其当场身亡，肇事后轿车并没有停下来保护现场，而是加速向阳逻方向逃窜。
　　事故发生后，童光田的堂哥童光焰赶到现场，在现场发现一个“鄂AV××26”的车牌，他立即向警方报案。大约20分钟后，一辆前后车牌均被光盘遮挡的红色出租车赶到了事发现场，车上下来4人寻找车牌。这几个操着鄂西口音的男子发现车牌后试图动手抢夺，其中一人还拿出管制刀具威胁村民。
　　此时，死者的乡亲都闻讯赶来现场，发现有人试图抢夺车牌消灭证据，一拥而上将出租车围了起来，4名男子见势不妙，慌忙跑向路边的油菜地躲藏，其中一名男子被村民扭住，随后交给闻讯赶来的警方处理。
　　据记者了解，死者童光田上有70多岁的老人，下有一个上初中的女儿，一家人都靠他和妻子种地养鱼生活。目前警方已根据车牌找到了肇事车和车主，正对该案进行进一步审查。

",8,社会,16,557
王新欣吴伟安撤牌留守泰达 谭望嵩加盟河南建业,"　　12日晚，随着国内球员转会的截止，泰达俱乐部的内援引进及转出已经正式确定。引进方面，白磊和胞弟白光正式加盟；转出方面，谭望嵩转会河南建业，李洪洋加盟成都，田旭转会重庆，而预备队小将刘旭则加盟中乙盘锦盟尊队。此前确认挂牌的王新欣和吴伟安则被撤牌，留在队中。
　　与胞兄白磊相比，白光似乎并不为天津球迷所熟知。白光此前效力于中甲的北京宏登队，司职前卫，此次和白磊一同加盟泰达，将增加泰达队在中场球员的选择余地。在众多挂牌球员中，天津球迷最为关注的谭望嵩正式加盟河南建业队。上赛季一度租借至深圳队的李洪洋经过一段时间的实训，得到了成都队的认可，并顺利加盟该队。而租借在外多年的田旭终于转会成功，正式加盟重庆队。预备队小将刘旭则加盟了中乙的盘锦盟尊队。
　　两名中场球员王新欣和吴伟安曾经一度被俱乐部挂牌，王新欣是因为自己谋求转会，而吴伟安是因为得不到阿里汉的认可。但在随后的训练和教学赛中，王新欣和吴伟安均表现出了不错的竞技状态，而阿里汉也认为此二人在他的战术体系中可以扮演重要的角色。因此，泰达俱乐部将二人撤牌。
　　至此，泰达队新赛季的内援工作已经基本敲定。但由于足协放宽了国脚的转会时间，因此泰达俱乐部关于引进国脚的转会还在运作中。据了解，足协将国脚转会的时间大约放宽了6天的时间，而泰达俱乐部高层目前正在北京积极运作有关国脚的加盟事宜。不出意外的话，春节长假期间将会见分晓。

",11,体育,22,592
不婚族星座男在想什么(图),"　　“不婚族”泛指那些经济条件较好，却迟迟不愿意迈入婚姻这道门槛的人，以男性居多。也许他已经和你谈了几年恋爱，你们平时相处很开心，他也常常“老婆”长、“老婆”短地叫着你，可是却迟迟没有向你求婚。你暗示他时，他也总是忽悠敷衍，能拖就拖。哪些星座男最易成为“不婚族”？他隐秘而真实的想法到底是什么呢？下面就和“科技紫微星座网”一起来看看吧！
　　NO.1天蝎座：不想放弃整座森林
　　天蝎男应该是最富有情调的爱人了！蝎子们往往有一种“酷酷”的冷漠，但内心的火热却是只有爱人才能体会到的。要命的是，蝎子们的性欲也是很强烈的！他们痴迷于这种二人游戏，想永远谈不尽的恋爱，却不愿受到婚姻的束缚，他们宁愿负你一个也不要负了整片森林。想用孩子逼婚吗？看看天蝎李泽楷就知道了——蝎子们不吃这一套！
　　NO.2双子座：害怕改变生活模式
　　双子座被称为“好奇宝宝”，他喜欢一切新奇的事物，对未知世界总是充满探索欲。双子男生喜欢古灵精怪的女友，喜欢追求新鲜刺激。可是一提到结婚，他们就犹豫了：婚后我自由自在的生活模式会不会就此改变？遇见双子男生的你，最好和他一样永远紧随时代，充实自己，让他觉得你永远都充满了新鲜感，那么踏入婚礼的殿堂就指日可待哦！
　　NO.3魔羯座：我还没有做好准备
　　生于寒冬的魔羯座应该是最慢热型的星座了！魔羯们通常不会轻易投入一段感情，他们对感情的超级理性甚至有一种自虐般的意义。即使真正恋爱了，魔羯男们也会积极工作毫不放松，他要用真正的实力向你证明他能带给你美好生活！因此魔羯们不开口求婚，那是因为他觉得他还没有做好准备，无论是心理上的，还是经济上的。爱上魔羯的姑娘们，耐心等一等吧，即使寒冬的等待如此漫长，比起随后的春风和煦又何尝不值得呢？

",12,星座,13,729
购物达人瞄上“海外网”,"　　为了淘到便宜的外国货物，请人到海外代购是年轻的购物达人的一招。不过，随着电子商务的发展，中国的年轻人发现其实到海外网站直接购买东西更划算。
　　“总算盼到Benefit官网对中国大陆开放直邮了！”去年11月，美国化妆品牌Benefit官网能直邮中国之后，李欣便迫不及待地上网尝试。“这家网站商品分类蛮清晰的，还有热销品推荐。买完商品结账时，网站接受Visa或Master等支持外币种支付的信用卡。”李欣得意地给记者算账：他共花费122美元，算下来比在国内商场购买便宜近1000元人民币。当然，由于许多海外网站尚未开通送货至中国大陆的业务，网民们就请在可以送货的国家的朋友充当“中转”角色。
　　“海外直购”网站都没有中文页面，语言是消费者要解决的第一个问题。喜欢网购的张小姐有过这样尴尬的经历：“当时是在Pureluxe的官网，因为英语不太好，所以只敢买小金额的矿物质粉。” 


",7,科技,11,393
国都香港：港股维持偏软局面,"　　国都证券（香港）有限公司
　　美国参议院于昨晚投票通过了增加发债上限的议案，奥巴马总统亦随即签署成为法例，使美国避免出现债务违约的危机。尽管如此，美股昨天仍急跌，原因是6月消费者开支两年内首次下跌使投资者忧虑经济前景，道琼斯指数收盘跌2.2%。金价再创新高。
　　港股近日成交薄弱，加上周边股市走低，预期短期内不会有起色，比较强的板块仍然是水泥建材和香港本地零售股。
　　今日重点财经要闻
　　铁路部负债超过2万亿人民币
　　中海宏洋(0081)上半年盈利8.04亿元大升14倍，原因是中海入主后加强发展三线城市房地产业务，公司建议每2股送1红股
　　合景泰富(1813)7月合约销售10亿人民币与上月大致相若，年初至今销售75.4亿人民币刚达到全年目标一半
　　心连心化肥(1866)上半年盈利倒退49.5%至只有4,953万人民币，因尿素和复合肥的毛利率下降
　　天誉置业(0059)以13亿人民币向海航商业控股出售广州州头咀住宅项目50%的股权，总楼面面积为316,000平方米
欢迎发表评论  我要评论

",4,股票,13,459
央视刘建宏足彩火线：尤文难当稳胆 国米客场必杀,"　　央视解说员刘建宏体坛网独家专栏，除新浪体育，谢绝其余媒体转载。
　　01 尤 文VS切 沃  推荐：31
　　切沃近期状态比较好，这种势头是需要小心的，毕竟尤文队伍比较老化。
　　02 乌迪内VS国 米  推荐：0
　　情况正好相反，乌迪内斯要去为欧洲赛场考虑，国米自然可以轻松取胜。
　　03 雷吉纳VS热那亚  推荐：30
　　这球不太好猜，主队确实要保级，可实力差距并不小，双选。
　　04 桑普多VS那不勒  推荐：3
　　两队基本谁主场谁赢，单选了。
　　05 卡利亚VS卡塔尼  推荐：31
　　建议防到平，两队实力比较接近，另外普遍是主场要稍微强一点。
　　06 罗 马VS博洛尼  推荐：3
　　罗马要抢欧冠资格，没有理由放掉对手。
　　07 巴勒莫VS都 灵  推荐：31
　　建议防到平，看主队给不给客队保级所需要的分数，底线是主场不能输。
　　08 锡耶纳VS拉齐奥  推荐：0
　　拉齐奥近两场连续输球，这就是放松的结果。按常理来说，不能继续输了。
　　09 AC米兰VS莱 切  推荐：3
　　单选，米兰也没有欧战任务，这种比赛不应该丢掉。
　　10 曼 联VS维 拉  推荐：3
　　11 瓦伦西VS赫塔菲  推荐：3
　　12 马竞技VS奥萨苏  推荐：30
　　13 西班牙VS拉科鲁  推荐：3
　　14 希 洪VS桑坦德  推荐：30
　　更多足彩专家推荐，请点击体坛网彩经频道

",2,彩票,23,611
问题房成投诉热点 开发商承认大部分情况属实,"　　湖北省消委等9部门昨在徐东销品茂，举办“3.15”国际消费者权益日宣传纪念活动，房地产、家电、垄断行业服务类投诉最为集中。省消委有关负责人称，这与近年来消费投诉的热点基本一致。 
　　昨日活动仪式完毕后，数十位购房者来到房地产类咨询台前，向律师和主管部门反映：住房质量有问题。 
　　记者昨来到其中一个小区发现，消防栓内无消防水带，锈迹严重，楼层内没有应急灯，配电房一楼至楼顶完全贯通。如果哪家小孩不慎坠下，后果不堪设想。进入房间，不少墙壁上挂着“花”，据称是由于外墙渗水引起的。敲击后发出空鼓声，可知墙上抹的水泥与砖之间空隙较大。开发商表示，业主反映的情况大部分属实，目前，他们正聘请专业公司解决。 
　　省消委有关人士称，近年来，房地产投诉居高不下，而目前房价下跌，更成为投诉的导火索。 
　　江岸居民汪虹在武汉电脑城购买了一个MP4，不到1个月，发现总是电力不足，找到卖家维修或更换。对方一看，就说电池进水了，是汪虹自己的责任。 
　　汪虹气不打一处来，MP4不是放包里，就是挂身上，怎么会进水？就是进水了，也得出具证据，比如电池内有水残留什么的。 
　　省消委有关人士称，近年来，手机、家电等电子产品类投诉一直是消费投诉的“大头”。较难解决的，主要集中在一些责任较难认定的问题上。如电池到底进不进水，谁来界定，对此，主管部门应作出明确规定。 
　　昨天，不少居民反映，供水、供电、燃气以及加油站服务差，有的“玩巧”坑人。 
　　省消委有关人士称，近年来，垄断行业尽管设立了专门的投诉热线，但总体投诉量始终居高不下，服务水平有待提高。 
我要评论

",3,房产,21,680
乌克兰发生严重车祸造成10死2伤,"　　新华网基辅12月6日电（记者穆黎明）乌克兰紧急情况部发言人克罗尔6日说，乌西南部文尼察州5日晚发生一起严重车祸，造成10人死亡，另有2人受伤。
　　克罗尔说，一辆大货车在行驶过程中拖挂突然脱钩，与一辆迎面驶来的小公共汽车相撞。小公共汽车上包括司机在内一共有12人，其中9人当场死亡，1人在医院因抢救无效死亡，其余2名伤员在医院接受治疗。
　　目前，警方正在对事故原因进行调查。

",10,时政,16,192
SEGA街机新作《边境保卫战》正式运营,"　　SEGA宣布，大型电玩网络机器人动作游戏《边境保卫战(Border Break)》自9月9日起正式在全日本各大游乐场推出运营。
　　《边境保卫战》是款通过网络进行最多10对10多人连线对战的机器人动作游戏，玩家将以争取我方团队获胜为目标，驾驶自己改装的机器人与同伴携手对抗敌方团队。
　　游戏以左手的飞行摇杆式握把来控制机体的移动、跳跃与冲刺，右手的滑鼠式握把来进行瞄准、锁定、攻击与武器切换，并透过触控萤幕来进行直觉的选单界面操作。
　　游戏舍弃传统投币换取游玩次数的付费机制，而改采“游戏点数(GP)”制度，将以游戏开始前玩家所购买的GP来决定游玩时间(战斗中每秒消耗1GP)，之外包括机器人所使用的武器与改装套件及虚拟分身道具等，也都是以支付GP的方式来购买。
　　为了配合游戏正式推出营运，SEGA也预定推出4款游戏特制耳挂式耳机与2种游戏特制毛巾做为于夹娃娃机台的奖品，2010年1月预定由寿屋推出塑胶模型系列产品。
　　ARC《边境保卫战》9月9日起运营。

",13,游戏,19,438
创业团队加盟赢在巨人需提交的资料,"　　核心成员简历(具体人名可选)
　　以往作品(可选)
　　商业计划书(可选)
　　产品Demo(可选)
　　● 详细说明核心人员的能力优势，团队的优势和缺点。
　　● 策划立项书：想做什么产品，有哪些核心创意和新颖的玩点，面向什么用户群，满足用户的什么核心需求，与市
　　场上现有产品相比有什么竞争力。
　　● 技术方案设定：用什么技术手段、工具，技术系统架构。
　　● 产品开发计划：设定哪些里程碑，每个里程碑的定义。
　　● 资金需求预算：需要多少人，什么职位，什么薪酬，什么设备，什么软件工具，多长时间。
　　● 运营收益预测：广告用户注册转换率，注册用户流失率，付费用户比例，ARPU，模拟同时在线人数和收入的成长曲线。
　　● 风险分析：产品市场定位风险，策划、技术实力风险，对关键人员依赖的风险等。
　　我们判断团队的标准：标准只有三个：第一是人、第二是人、第三还是人。
　　一切都以核心人才的能力为基础，如果要单独立项，我们重点要看主策划和项目管理者的能力，不一定要有非常成功的经验，但一定要有很强的分析问题和解决问题的能力，很强的逻辑思维，正确的思维方式。如果要以个人的身份加入“赢在巨人”计划，寻找适合自己的项目，只要有技术或者美术方面的特长，都可以申请。

",13,游戏,16,540
北京四环路以内房价每平方米达17478元,"　　新华网北京8月14日专电(记者 殷丽娟)随着北京住宅销售市场的活跃，今年1月至7月北京四环路以内的商品住宅期房平均售价达到每平方米17478元，四环至五环路达到每平方米16663元，五环至六环路达到每平方米9430元，六环路以外达到每平方米7886元，新建住宅价格自今年3月份以来已经连续5个月上涨。 
　　这是北京市统计局、国家统计局北京调查总队14日联合对外发布的消息。 
　　北京市新建住宅价格环比连续上涨，而且涨幅加剧。3月至6月新建住宅销售价格环比分别上涨0.2%、0.4%、0.5%和0.3%，7月份环比涨幅超过1%，达1.4%。 
　　二季度以来，受政府土地一级开发投资带动影响，北京市房地产开发投资大幅回升。1月至7月，北京市完成房地产开发投资额1205.1亿元，同比增长26%。其中，7月当月完成开发投资303.3亿元，比上年同月增长87%。 
　　1月至7月，北京市土地储备中心和房地产开发企业完成土地一级开发投资达454.3亿元，全市商品住宅新开工面积为533.8万平方米，同比下降42.4%。 
　　商品住宅销售在经历上半年量价快速齐升后，7月份出现价升量缩现象。1月至7月，北京市商品住宅销售面积1014.4万平方米，同比增长1.5倍。其中，7月份，北京市商品住宅销售面积为168.6万平方米，比6月份下降17.1%，比5月份下降4.7%。 
　　值得关注的是，今年二季度以来，北京市房地产开发投资虽然在政府投资的带动下低开高走，但是房地产开发项目的进度恢复依然较为缓慢，可能造成未来短期供给量不足。 
我要评论

",3,房产,20,673
